--- SAMPLE 24 ---: [1, 11, 13, 3, 12, 15, 8, 10, 16, 4, 18, 5, 9, 7, 2, 6, 17, 14, 19, 20]

--- SAMPLE 25 ---: [8, 4, 6, 10, 14, 5, 2, 1, 12, 19, 18, 20, 13, 7, 15, 9, 11, 3, 16, 17]

--- SAMPLE 26 ---: [1, 5, 2, 14, 9, 12, 17, 4, 19, 7, 11, 18, 15, 10, 6, 16, 3, 8, 13, 20]

--- SAMPLE 27 ---: [1, 3, 4, 2, 6, 17, 14, 5, 12, 18, 11, 7, 9, 10, 19, 15, 16, 20, 13, 8]

--- SAMPLE 28 ---: [1, 2, 5, 8, 6, 15, 12, 14, 9, 10, 4, 3, 7, 16, 17, 19, 11, 13, 18, 20]

--- SAMPLE 29 ---: [6, 20, 15, 1, 3, 12, 14, 13, 17, 4, 8, 9, 11, 16, 18, 7, 5, 2, 10, 19]

--- SAMPLE 30 ---: [6, 17, 14, 1, 10, 2, 13, 3, 11, 16, 12, 4, 20, 15, 19, 8, 5, 18, 9, 7]

--- SAMPLE 31 ---: [1, 2, 3, 4, 5, 7, 20, 9, 10, 11, 18, 15, 16, 8, 19, 17, 14, 6, 13, 12]

--- SAMPLE 32 ---: [5, 12, 7, 15, 2, 8, 1, 3, 11, 18, 14, 4, 10, 9, 16, 17, 19, 6, 13, 20]

--- SAMPLE 33 ---: [3, 15, 1, 13, 12, 10, 2, 4, 5, 11, 6, 8, 19, 18, 7, 17, 16, 14, 20, 9]

--- SAMPLE 34 ---: [1, 2, 19, 15, 3, 12, 7, 16, 13, 14, 5, 6, 8, 18, 11, 9, 10, 17, 20, 4]

--- SAMPLE 35 ---: [1, 2, 4, 3, 9, 15, 6, 10, 16, 7, 14, 11, 17, 18, 20, 19, 13, 5, 8, 12]

--- SAMPLE 36 ---: [3, 16, 2, 8, 18, 4, 5, 12, 9, 13, 20, 17, 1, 10, 11, 14, 15, 19, 6, 7]

--- SAMPLE 37 ---: [1, 2, 12, 10, 4, 17, 18, 15, 8, 7, 5, 19, 11, 9, 14, 13, 3, 16, 6, 20]

--- SAMPLE 38 ---: [1, 2, 10, 13, 11, 4, 3, 9, 16, 5, 12, 15, 17, 18, 19, 20, 8, 6, 7, 14]

--- SAMPLE 39 ---: [1, 8, 19, 4, 17, 13, 5, 6, 16, 15, 9, 18, 10, 14, 2, 3, 11, 12, 7, 20]

--- SAMPLE 40 ---: [1, 14, 11, 5, 4, 16, 17, 12, 3, 6, 10, 13, 2, 19, 15, 8, 7, 9, 18, 20]

--- SAMPLE 41 ---: [1, 20, 12, 8, 10, 6, 4, 11, 19, 15, 13, 7, 16, 18, 9, 17, 3, 5, 14, 2]

--- SAMPLE 42 ---: [1, 19, 20, 14, 13, 10, 11, 2, 16, 18, 15, 3, 12, 4, 5, 9, 17, 6, 7, 8]

--- SAMPLE 43 ---: [1, 6, 3, 15, 20, 5, 18, 2, 12, 7, 14, 8, 19, 16, 13, 11, 9, 10, 17, 4]

--- SAMPLE 44 ---: [1, 6, 2, 3, 8, 9, 20, 4, 10, 13, 19, 15, 16, 14, 5, 11, 17, 7, 12, 18]

--- SAMPLE 45 ---: [2, 1, 13, 14, 15, 3, 20, 18, 5, 10, 12, 17, 16, 7, 8, 9, 11, 19, 4, 6]

--- SAMPLE 46 ---: [1, 4, 11, 16, 6, 13, 19, 17, 3, 15, 5, 14, 7, 10, 20, 9, 8, 18, 2, 12]

--- SAMPLE 47 ---: [2, 19, 4, 9, 17, 20, 14, 10, 13, 12, 15, 6, 5, 7, 11, 1, 3, 8, 16, 18]

--- SAMPLE 48 ---: [9, 20, 2, 15, 17, 18, 6, 10, 1, 11, 14, 12, 7, 16, 19, 13, 4, 8, 3, 5]

--- SAMPLE 49 ---: [1, 3, 2, 4, 13, 20, 16, 6, 19, 7, 8, 18, 15, 11, 17, 14, 9, 10, 5, 12]

--- SAMPLE 50 ---: [1, 19, 15, 11, 5, 18, 4, 13, 2, 14, 6, 8, 9, 10, 12, 17, 7, 20, 3, 16]

--- SAMPLE 51 ---: [1, 8, 16, 19, 11, 10, 14, 9, 5, 15, 2, 3, 4, 13, 17, 18, 20, 6, 7, 12]

--- SAMPLE 52 ---: [2, 17, 16, 15, 20, 14, 7, 8, 9, 3, 1, 6, 12, 18, 5, 10, 11, 13, 19, 4]

--- SAMPLE 53 ---: [1, 2, 12, 13, 20, 4, 5, 8, 18, 9, 14, 11, 10, 16, 19, 17, 7, 6, 15, 3]

--- SAMPLE 54 ---: [1, 2, 12, 18, 16, 19, 5, 6, 3, 13, 14, 15, 20, 17, 9, 10, 7, 4, 11, 8]

--- SAMPLE 55 ---: [1, 4, 18, 15, 14, 2, 9, 3, 7, 13, 20, 12, 5, 10, 11, 17, 8, 19, 6, 16]

--- SAMPLE 56 ---: [1, 2, 5, 11, 20, 8, 12, 17, 6, 19, 16, 10, 15, 7, 18, 13, 14, 9, 3, 4]

--- SAMPLE 57 ---: [1, 13, 5, 3, 9, 18, 20, 14, 10, 12, 7, 15, 4, 11, 17, 19, 6, 16, 8, 2]

--- SAMPLE 58 ---: [1, 3, 5, 19, 16, 11, 12, 9, 14, 17, 4, 13, 20, 18, 15, 2, 6, 7, 8, 10]

--- SAMPLE 59 ---: [2, 8, 16, 9, 5, 7, 4, 3, 18, 11, 13, 14, 15, 19, 12, 10, 17, 6, 1, 20]

--- SAMPLE 60 ---: [4, 5, 17, 16, 10, 19, 15, 18, 9, 1, 2, 11, 13, 7, 6, 14, 8, 20, 3, 12]

--- SAMPLE 61 ---: [3, 17, 1, 4, 14, 8, 11, 18, 19, 2, 20, 15, 16, 10, 5, 6, 13, 7, 9, 12]

--- SAMPLE 62 ---: [1, 10, 2, 18, 6, 15, 3, 20, 19, 17, 16, 12, 11, 13, 8, 9, 4, 5, 14, 7]

--- SAMPLE 63 ---: [1, 2, 3, 10, 18, 14, 7, 12, 11, 13, 19, 16, 15, 4, 5, 17, 8, 20, 9, 6]

--- SAMPLE 64 ---: [17, 11, 3, 2, 13, 1, 5, 6, 4, 12, 15, 9, 16, 19, 18, 14, 8, 10, 20, 7]

--- SAMPLE 65 ---: [1, 3, 12, 2, 4, 7, 20, 17, 10, 6, 19, 9, 8, 5, 11, 13, 15, 16, 18, 14]

--- SAMPLE 66 ---: [1, 2, 4, 9, 6, 5, 10, 14, 11, 20, 15, 17, 13, 18, 19, 12, 16, 3, 8, 7]

--- SAMPLE 67 ---: [1, 3, 8, 4, 11, 10, 19, 12, 2, 17, 18, 7, 5, 14, 20, 16, 9, 13, 15, 6]

--- SAMPLE 68 ---: [6, 2, 19, 17, 9, 4, 5, 12, 16, 10, 7, 8, 13, 14, 1, 11, 18, 20, 15, 3]

--- SAMPLE 69 ---: [1, 17, 7, 18, 2, 3, 15, 16, 5, 4, 20, 14, 8, 13, 11, 12, 19, 9, 6, 10]

--- SAMPLE 70 ---: [1, 8, 3, 4, 15, 13, 5, 2, 19, 16, 20, 9, 11, 10, 18, 12, 14, 17, 7, 6]

--- SAMPLE 71 ---: [17, 16, 2, 11, 15, 13, 3, 8, 12, 18, 9, 1, 20, 19, 10, 7, 14, 5, 6, 4]

--- SAMPLE 72 ---: [8, 10, 17, 11, 9, 2, 5, 6, 1, 3, 18, 4, 14, 16, 12, 20, 15, 13, 19, 7]

--- SAMPLE 73 ---: [1, 4, 2, 6, 7, 3, 10, 9, 14, 12, 13, 11, 8, 16, 20, 17, 15, 18, 19, 5]

--- SAMPLE 74 ---: [1, 2, 8, 11, 10, 14, 18, 16, 5, 9, 13, 3, 4, 15, 17, 12, 20, 19, 6, 7]

--- SAMPLE 75 ---: [4, 3, 1, 15, 17, 2, 16, 8, 10, 11, 18, 19, 20, 12, 13, 9, 6, 14, 5, 7]

--- SAMPLE 76 ---: [1, 5, 3, 9, 2, 6, 16, 7, 4, 18, 20, 12, 17, 15, 8, 11, 14, 10, 13, 19]

--- SAMPLE 77 ---: [18, 12, 8, 19, 4, 3, 9, 15, 16, 7, 1, 2, 5, 6, 11, 17, 14, 13, 20, 10]

--- SAMPLE 78 ---: [1, 2, 13, 10, 9, 8, 4, 18, 12, 17, 15, 19, 14, 20, 3, 11, 16, 5, 6, 7]

--- SAMPLE 79 ---: [1, 2, 20, 5, 12, 3, 7, 10, 13, 4, 6, 11, 15, 18, 8, 14, 16, 19, 9, 17]

--- SAMPLE 80 ---: [1, 2, 7, 5, 16, 3, 9, 17, 12, 8, 19, 4, 18, 13, 6, 11, 14, 20, 10, 15]

--- SAMPLE 81 ---: [2, 4, 9, 5, 1, 7, 10, 11, 8, 12, 19, 14, 15, 13, 17, 3, 16, 18, 6, 20]

--- SAMPLE 82 ---: [13, 9, 6, 8, 18, 16, 12, 3, 14, 2, 5, 20, 11, 10, 17, 19, 7, 4, 15, 1]

--- SAMPLE 83 ---: [1, 2, 5, 6, 15, 19, 7, 3, 14, 11, 16, 12, 13, 10, 17, 8, 18, 9, 20, 4]

--- SAMPLE 84 ---: [4, 5, 6, 20, 3, 1, 7, 2, 10, 17, 18, 15, 19, 14, 13, 9, 8, 11, 12, 16]

--- SAMPLE 85 ---: [2, 6, 5, 13, 14, 3, 1, 16, 12, 8, 11, 15, 4, 7, 9, 17, 20, 10, 18, 19]

--- SAMPLE 86 ---: [3, 7, 13, 11, 10, 9, 5, 2, 1, 4, 6, 15, 19, 17, 12, 20, 16, 8, 18, 14]

--- SAMPLE 87 ---: [1, 2, 8, 13, 10, 9, 15, 11, 5, 17, 3, 4, 6, 16, 12, 18, 19, 20, 14, 7]

--- SAMPLE 88 ---: [13, 2, 16, 18, 12, 15, 17, 14, 4, 8, 9, 10, 1, 6, 5, 11, 19, 20, 3, 7]

--- SAMPLE 89 ---: [17, 18, 19, 11, 8, 15, 5, 2, 1, 4, 16, 12, 10, 14, 13, 20, 7, 6, 9, 3]

--- SAMPLE 90 ---: [3, 6, 11, 9, 4, 15, 13, 2, 7, 14, 19, 17, 12, 8, 5, 16, 18, 20, 8, 1]

--- SAMPLE 91 ---: [11, 4, 7, 10, 13, 19, 1, 17, 6, 15, 20, 3, 12, 14, 9, 8, 18, 16, 5, 2]

--- SAMPLE 92 ---: [4, 10, 16, 18, 9, 8, 2, 6, 1, 17, 3, 12, 11, 14, 15, 5, 7, 20, 13, 19]

--- SAMPLE 93 ---: [4, 12, 7, 3, 17, 19, 18, 14, 2, 1, 13, 6, 5, 15, 16, 20, 9, 8, 11, 10]

--- SAMPLE 94 ---: [1, 4, 2, 6, 12, 10, 17, 11, 16, 20, 18, 9, 15, 13, 3, 14, 8, 7, 19, 5]

--- SAMPLE 95 ---: [12, 2, 1, 9, 13, 15, 6, 18, 11, 17, 14, 10, 3, 8, 19, 20, 16, 7, 5, 4]

--- SAMPLE 96 ---: [1, 2, 4, 10, 14, 12, 15, 11, 7, 13, 16, 17, 18, 19, 8, 3, 6, 20, 5, 9]

--- SAMPLE 97 ---: [20, 16, 2, 1, 8, 3, 5, 19, 14, 12, 7, 13, 18, 17, 9, 10, 4, 11, 6, 15]

--- SAMPLE 98 ---: [2, 1, 3, 6, 19, 8, 5, 11, 20, 15, 18, 14, 7, 9, 12, 17, 16, 13, 10, 4]

--- SAMPLE 99 ---: [1, 2, 14, 10, 19, 8, 20, 6, 3, 11, 15, 7, 17, 18, 9, 5, 16, 12, 13, 4]

--- SAMPLE 100 ---: [3, 1, 2, 4, 20, 18, 5, 13, 19, 17, 11, 7, 12, 14, 6, 8, 15, 9, 10, 16]

--- SAMPLE 101 ---: [5, 7, 8, 4, 12, 15, 19, 20, 1, 3, 10, 13, 17, 18, 9, 11, 14, 16, 6, 2]

--- SAMPLE 102 ---: [1, 2, 3, 13, 15, 11, 12, 7, 16, 9, 6, 5, 19, 20, 4, 14, 10, 18, 8, 17]

--- SAMPLE 103 ---: [1, 2, 3, 5, 14, 8, 20, 18, 15, 12, 16, 11, 19, 9, 10, 7, 17, 6, 13, 4]

--- SAMPLE 104 ---: [1, 3, 4, 2, 5, 19, 11, 14, 15, 12, 6, 10, 7, 20, 17, 16, 8, 9, 13, 18]

--- SAMPLE 105 ---: [5, 3, 15, 4, 19, 2, 20, 17, 18, 12, 13, 7, 9, 1, 8, 10, 16, 14, 6, 11]

--- SAMPLE 106 ---: [1, 20, 17, 10, 11, 13, 16, 6, 18, 15, 19, 7, 4, 8, 9, 12, 2, 3, 5, 14]

--- SAMPLE 107 ---: [1, 5, 7, 3, 6, 2, 8, 17, 13, 9, 10, 12, 11, 4, 14, 16, 15, 18, 19, 20]

--- SAMPLE 108 ---: [7, 15, 2, 3, 19, 1, 6, 4, 8, 5, 9, 16, 11, 10, 12, 13, 14, 17, 18, 20]

--- SAMPLE 109 ---: [11, 2, 12, 1, 10, 14, 15, 9, 8, 6, 19, 7, 3, 18, 4, 5, 17, 16, 20, 13]

--- SAMPLE 110 ---: [1, 2, 3, 4, 15, 14, 13, 11, 12, 5, 10, 17, 6, 7, 8, 16, 18, 19, 9, 20]

--- SAMPLE 111 ---: [1, 2, 10, 18, 12, 4, 9, 15, 17, 3, 11, 20, 16, 5, 7, 19, 13, 6, 8, 14]

--- SAMPLE 112 ---: [1, 6, 11, 9, 15, 4, 10, 17, 16, 14, 13, 5, 8, 19, 3, 20, 18, 12, 7, 2]

--- SAMPLE 113 ---: [1, 12, 9, 20, 10, 2, 18, 14, 13, 3, 4, 7, 15, 16, 11, 17, 6, 8, 19, 5]

--- SAMPLE 114 ---: [1, 11, 19, 20, 16, 12, 15, 17, 6, 7, 5, 18, 13, 4, 10, 14, 8, 9, 3, 2]

--- SAMPLE 115 ---: [1, 2, 16, 3, 13, 5, 17, 10, 8, 19, 12, 15, 20, 18, 14, 11, 16, 9, 7, 4]

--- SAMPLE 116 ---: [1, 3, 4, 9, 16, 5, 2, 11, 15, 13, 10, 17, 18, 6, 14, 12, 7, 8, 19, 20]

--- SAMPLE 117 ---: [1, 2, 12, 20, 3, 5, 6, 9, 16, 19, 10, 18, 11, 17, 15, 8, 14, 7, 4, 13]

--- SAMPLE 118 ---: [1, 3, 15, 6, 7, 9, 10, 8, 12, 11, 13, 16, 14, 19, 17, 4, 5, 18, 20, 2]

--- SAMPLE 119 ---: [1, 16, 2, 10, 6, 14, 15, 3, 4, 7, 5, 12, 19, 20, 17, 11, 9, 18, 13, 8]

--- SAMPLE 120 ---: [1, 5, 2, 10, 15, 12, 18, 19, 7, 9, 16, 20, 11, 17, 6, 13, 8, 14, 3, 4]

--- SAMPLE 121 ---: [13, 2, 5, 4, 9, 16, 1, 7, 18, 17, 3, 6, 8, 14, 19, 10, 11, 20, 12, 15]

--- SAMPLE 122 ---: [1, 3, 7, 4, 8, 5, 2, 13, 20, 15, 6, 18, 19, 16, 9, 11, 10, 12, 14, 17]

--- SAMPLE 123 ---: [1, 9, 3, 4, 10, 13, 2, 16, 11, 14, 15, 18, 8, 7, 20, 19, 17, 12, 6, 5]

--- SAMPLE 124 ---: [8, 5, 1, 19, 6, 13, 9, 10, 11, 18, 7, 17, 3, 4, 15, 16, 12, 2, 20, 14]

--- SAMPLE 125 ---: [2, 1, 5, 8, 4, 10, 11, 19, 14, 15, 18, 6, 7, 12, 13, 16, 17, 3, 20, 9]

--- SAMPLE 126 ---: [3, 1, 4, 6, 16, 12, 14, 7, 8, 10, 17, 19, 11, 18, 2, 5, 20, 9, 13, 15]

--- SAMPLE 127 ---: [1, 2, 8, 14, 18, 9, 13, 20, 16, 10, 3, 5, 17, 12, 6, 19, 4, 11, 15, 7]

--- SAMPLE 128 ---: [1, 3, 5, 2, 4, 18, 15, 10, 11, 16, 8, 7, 17, 14, 19, 13, 6, 12, 9, 20]

--- SAMPLE 129 ---: [1, 13, 2, 19, 5, 18, 8, 15, 12, 4, 14, 3, 11, 17, 10, 7, 6, 16, 9, 20]

--- SAMPLE 130 ---: [1, 18, 9, 8, 12, 4, 13, 10, 11, 16, 6, 19, 2, 14, 5, 17, 20, 15, 7, 3]

--- SAMPLE 131 ---: [1, 10, 15, 20, 14, 17, 11, 18, 2, 3, 8, 13, 12, 4, 5, 16, 7, 9, 19, 6]

--- SAMPLE 132 ---: [5, 12, 1, 11, 14, 18, 3, 4, 10, 15, 17, 20, 9, 8, 13, 6, 19, 16, 2, 7]

--- SAMPLE 133 ---: [1, 16, 17, 18, 19, 20, 9, 14, 8, 15, 2, 12, 13, 7, 6, 3, 5, 11, 10, 4]

--- SAMPLE 134 ---: [1, 8, 15, 9, 12, 14, 6, 10, 3, 16, 18, 19, 20, 17, 11, 7, 4, 13, 5, 2]

--- SAMPLE 135 ---: [1, 2, 11, 20, 10, 18, 19, 9, 17, 16, 12, 15, 13, 6, 5, 14, 3, 8, 7, 4]

--- SAMPLE 136 ---: [4, 1, 2, 8, 16, 13, 5, 6, 3, 10, 15, 9, 19, 20, 17, 7, 11, 18, 14, 12]

--- SAMPLE 137 ---: [3, 4, 2, 1, 8, 9, 20, 13, 16, 10, 18, 12, 19, 17, 15, 14, 11, 7, 6, 5]

--- SAMPLE 138 ---: [3, 1, 10, 2, 20, 18, 8, 7, 5, 17, 9, 19, 11, 13, 16, 14, 12, 15, 4, 6]

--- SAMPLE 139 ---: [1, 2, 14, 3, 4, 13, 11, 8, 10, 20, 9, 7, 12, 15, 16, 19, 17, 5, 6, 18]

--- SAMPLE 140 ---: [1, 2, 3, 4, 10, 11, 6, 18, 14, 15, 13, 16, 20, 12, 5, 19, 9, 17, 7, 8]

--- SAMPLE 141 ---: [1, 2, 4, 5, 6, 12, 3, 11, 18, 17, 14, 10, 15, 16, 9, 13, 8, 19, 20, 7]

--- SAMPLE 142 ---: [2, 1, 13, 10, 11, 4, 6, 5, 18, 7, 19, 20, 15, 14, 16, 17, 8, 9, 12, 3]

--- SAMPLE 143 ---: [1, 2, 4, 5, 14, 18, 20, 3, 10, 9, 8, 11, 12, 16, 13, 15, 17, 19, 7, 6]

--- SAMPLE 144 ---: [1, 4, 5, 2, 13, 3, 6, 10, 15, 11, 14, 18, 9, 8, 16, 12, 7, 20, 17, 19]

--- SAMPLE 145 ---: [10, 13, 15, 12, 8, 19, 20, 18, 6, 3, 1, 16, 7, 11, 17, 14, 9, 2, 4, 5]

--- SAMPLE 146 ---: [1, 2, 20, 13, 7, 12, 11, 10, 18, 17, 8, 19, 14, 16, 15, 9, 5, 3, 4, 6]

--- SAMPLE 147 ---: [4, 5, 17, 7, 1, 2, 11, 14, 15, 16, 13, 10, 12, 3, 19, 8, 20, 18, 9, 6]

--- SAMPLE 148 ---: [7, 1, 10, 2, 14, 16, 13, 12, 15, 11, 8, 17, 6, 3, 4, 5, 9, 18, 19, 20]

--- SAMPLE 149 ---: [1, 19, 13, 15, 3, 4, 6, 5, 2, 8, 12, 10, 16, 7, 9, 20, 11, 18, 17, 14]

--- SAMPLE 150 ---: [1, 2, 3, 4, 6, 10, 13, 20, 7, 15, 16, 11, 12, 14, 19, 9, 17, 5, 8, 18]

--- SAMPLE 151 ---: [4, 2, 8, 6, 10, 1, 13, 11, 16, 17, 20, 14, 3, 12, 15, 18, 9, 7, 5, 19]

--- SAMPLE 152 ---: [1, 5, 2, 6, 7, 10, 11, 12, 9, 14, 15, 20, 8, 13, 17, 18, 4, 19, 16, 3]

--- SAMPLE 153 ---: [8, 1, 2, 11, 17, 16, 14, 5, 13, 18, 10, 6, 15, 7, 9, 12, 20, 19, 3, 4]

--- SAMPLE 154 ---: [3, 1, 16, 12, 10, 20, 19, 13, 14, 5, 4, 6, 11, 9, 2, 15, 17, 8, 18, 7]

--- SAMPLE 155 ---: [1, 9, 6, 3, 15, 8, 5, 17, 11, 12, 13, 14, 18, 10, 2, 7, 20, 16, 4, 19]

--- SAMPLE 156 ---: [1, 4, 6, 20, 2, 12, 5, 3, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19]

--- SAMPLE 157 ---: [2, 1, 15, 16, 18, 20, 19, 17, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3]

--- SAMPLE 158 ---: [1, 3, 4, 6, 2, 16, 8, 14, 10, 15, 11, 18, 19, 13, 5, 17, 9, 12, 20, 7]

--- SAMPLE 159 ---: [1, 3, 12, 16, 6, 4, 5, 14, 10, 15, 19, 8, 2, 7, 9, 11, 17, 20, 13, 18]

--- SAMPLE 160 ---: [7, 6, 16, 19, 11, 2, 9, 14, 12, 18, 15, 20, 1, 4, 5, 3, 8, 17, 10, 13]

--- SAMPLE 161 ---: [14, 15, 9, 2, 5, 6, 19, 20, 4, 16, 8, 10, 17, 18, 7, 12, 13, 1, 11, 3]

--- SAMPLE 162 ---: [2, 1, 6, 9, 10, 12, 4, 14, 15, 3, 8, 5, 17, 7, 13, 16, 19, 18, 20, 11]

--- SAMPLE 163 ---: [4, 1, 3, 12, 16, 13, 2, 17, 6, 7, 10, 14, 11, 15, 5, 8, 9, 18, 19, 20]

--- SAMPLE 164 ---: [1, 2, 11, 15, 7, 8, 13, 16, 9, 17, 4, 10, 18, 3, 5, 12, 20, 6, 14, 19]

--- SAMPLE 165 ---: [1, 2, 3, 7, 9, 13, 15, 20, 14, 11, 12, 10, 8, 18, 4, 5, 6, 16, 17, 19]

--- SAMPLE 166 ---: [6, 9, 16, 18, 19, 11, 4, 1, 10, 17, 5, 2, 7, 3, 12, 14, 15, 8, 13, 20]

--- SAMPLE 167 ---: [1, 5, 14, 15, 17, 3, 4, 2, 11, 9, 12, 18, 6, 13, 19, 20, 7, 8, 10, 16]

--- SAMPLE 168 ---: [1, 4, 5, 9, 14, 7, 15, 2, 17, 19, 6, 20, 13, 8, 16, 12, 18, 10, 11, 3]

--- SAMPLE 169 ---: [1, 6, 7, 2, 3, 5, 20, 12, 11, 9, 10, 4, 13, 18, 8, 14, 17, 16, 19, 15]

--- SAMPLE 170 ---: [1, 7, 16, 4, 5, 11, 14, 10, 9, 15, 8, 13, 12, 17, 18, 19, 20, 6, 2, 3]

--- SAMPLE 171 ---: [13, 9, 18, 15, 16, 12, 20, 19, 17, 6, 10, 11, 5, 4, 7, 8, 1, 2, 3, 14]

--- SAMPLE 172 ---: [14, 1, 10, 6, 7, 18, 19, 15, 17, 20, 9, 16, 3, 4, 13, 8, 11, 5, 12, 2]

--- SAMPLE 173 ---: [1, 13, 12, 20, 18, 14, 3, 17, 19, 2, 18, 11, 5, 10, 15, 16, 8, 19, 4, 6]

--- SAMPLE 174 ---: [1, 10, 11, 8, 13, 19, 20, 17, 12, 4, 6, 14, 15, 7, 5, 16, 18, 2, 9, 3]

--- SAMPLE 175 ---: [5, 11, 6, 19, 20, 17, 1, 2, 3, 4, 13, 15, 8, 10, 14, 16, 12, 9, 7, 18]

--- SAMPLE 176 ---: [1, 4, 2, 6, 17, 5, 16, 18, 12, 3, 11, 13, 15, 10, 7, 8, 14, 19, 9, 20]

--- SAMPLE 177 ---: [1, 5, 3, 19, 15, 6, 10, 13, 17, 4, 7, 12, 2, 11, 20, 9, 14, 18, 8, 16]

--- SAMPLE 178 ---: [3, 1, 2, 5, 7, 16, 19, 4, 17, 10, 6, 18, 20, 9, 13, 8, 12, 14, 15, 11]

--- SAMPLE 179 ---: [2, 5, 15, 8, 17, 1, 3, 12, 16, 7, 13, 9, 11, 14, 4, 19, 20, 18, 6, 10]

--- SAMPLE 180 ---: [1, 16, 13, 14, 10, 7, 6, 19, 9, 3, 15, 4, 17, 8, 12, 18, 5, 11, 20, 2]

--- SAMPLE 181 ---: [1, 5, 18, 14, 16, 9, 3, 4, 15, 19, 11, 2, 8, 17, 13, 20, 7, 6, 12, 10]

--- SAMPLE 182 ---: [1, 6, 15, 11, 12, 2, 7, 14, 18, 8, 10, 16, 17, 3, 13, 20, 4, 5, 9, 19]

--- SAMPLE 183 ---: [2, 10, 1, 7, 8, 11, 16, 14, 17, 18, 12, 15, 9, 20, 19, 6, 3, 4, 5, 13]

--- SAMPLE 184 ---: [3, 7, 6, 8, 10, 18, 9, 1, 4, 14, 11, 20, 13, 12, 17, 19, 2, 15, 16, 5]

