[6, 1, 2, 10, 16, 13, 19, 12, 11, 14, 8, 18, 17, 15, 4, 5, 9, 3, 7, 20]

[1, 2, 3, 4, 6, 11, 12, 18, 20, 5, 15, 8, 14, 10, 17, 19, 13, 9, 7, 16]

[19, 13, 5, 6, 1, 2, 3, 4, 8, 10, 9, 11, 12, 14, 15, 17, 20, 18, 7, 16]

[1, 2, 3, 6, 4, 5, 8, 10, 11, 12, 13, 15, 18, 7, 9, 14, 19, 16, 17, 20]

[1, 20, 4, 5, 11, 15, 12, 14, 19, 8, 3, 16, 2, 10, 13, 17, 9, 7, 6, 18]

[1, 2, 10, 8, 4, 14, 13, 15, 2, 16, 17, 19, 5, 9, 11, 12, 3, 6, 7, 18]

[1, 2, 3, 10, 11, 4, 9, 12, 13, 14, 6, 16, 15, 18, 20, 17, 5, 19, 7, 8]

[1, 2, 11, 12, 10, 14, 15, 8, 9, 7, 3, 13, 16, 4, 5, 6, 18, 19, 17, 20]

[1, 12, 3, 5, 13, 16, 14, 20, 4, 15, 2, 6, 7, 10, 11, 8, 9, 17, 18, 19]

[1, 12, 2, 4, 5, 7, 8, 11, 13, 15, 6, 16, 14, 3, 9, 10, 18, 17, 19, 20]

[2, 3, 1, 6, 11, 12, 13, 14, 16, 15, 7, 10, 18, 20, 17, 9, 19, 4, 5, 8]

[20, 8, 11, 5, 1, 2, 3, 4, 6, 7, 10, 12, 14, 15, 13, 16, 18, 19, 9, 17]

[10, 1, 2, 3, 4, 5, 6, 11, 13, 14, 15, 17, 18, 20, 9, 12, 7, 8, 16, 19]

[1, 12, 13, 18, 10, 11, 9, 17, 14, 19, 20, 2, 15, 16, 4, 5, 6, 7, 3, 8]

[1, 2, 13, 9, 14, 15, 16, 10, 11, 12, 3, 4, 5, 6, 7, 17, 18, 19, 20, 8]

[2, 3, 1, 13, 15, 6, 11, 12, 14, 18, 19, 4, 5, 7, 8, 9, 10, 16, 17, 20]

[1, 13, 14, 15, 10, 12, 11, 16, 2, 3, 4, 5, 6, 8, 9, 17, 18, 19, 20, 7]

[1, 2, 3, 6, 10, 9, 14, 15, 13, 11, 12, 5, 16, 17, 18, 19, 4, 7, 8, 20]

[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 10, 12, 13, 15, 14, 17, 16, 18, 19, 20]

[1, 13, 12, 11, 16, 14, 20, 15, 9, 10, 2, 5, 6, 7, 8, 4, 3, 17, 18, 19]

[1, 3, 4, 9, 10, 12, 13, 14, 15, 16, 11, 8, 2, 6, 17, 18, 19, 5, 7, 20]

[1, 2, 4, 8, 9, 12, 13, 19, 7, 6, 5, 3, 11, 10, 15, 16, 17, 18, 20, 14]

[1, 15, 12, 8, 4, 5, 7, 10, 14, 16, 2, 3, 11, 13, 17, 18, 19, 20, 6, 9]

[1, 2, 4, 5, 11, 12, 16, 19, 6, 3, 10, 13, 15, 20, 8, 14, 17, 18, 9, 7]

[1, 2, 5, 7, 12, 13, 14, 11, 16, 15, 17, 18, 19, 20, 8, 6, 4, 10, 9, 3]

[11, 2, 3, 4, 5, 10, 12, 14, 17, 18, 19, 20, 1, 6, 13, 8, 15, 16, 9, 7]

[1, 10, 2, 3, 4, 5, 8, 11, 14, 13, 15, 12, 18, 16, 17, 19, 20, 7, 9, 6]

[1, 14, 20, 19, 11, 15, 2, 6, 10, 16, 17, 4, 3, 5, 8, 13, 7, 9, 12, 18]

[1, 3, 6, 7, 2, 10, 14, 15, 16, 11, 13, 12, 17, 8, 4, 5, 9, 18, 19, 20]

[1, 2, 3, 5, 6, 7, 10, 14, 19, 9, 15, 18, 20, 4, 17, 11, 8, 13, 12, 16]

[1, 6, 11, 5, 10, 17, 16, 14, 9, 13, 2, 3, 4, 7, 8, 15, 18, 19, 20, 12]

[2, 10, 1, 8, 17, 12, 13, 3, 9, 11, 14, 16, 15, 5, 4, 7, 18, 19, 20, 6]

[1, 3, 11, 14, 18, 10, 4, 5, 6, 12, 13, 15, 16, 19, 20, 9, 8, 7, 17, 2]

[5, 1, 2, 3, 4, 11, 12, 15, 7, 8, 13, 16, 10, 18, 19, 20, 14, 6, 9, 17]

[1, 20, 11, 15, 16, 2, 10, 8, 14, 17, 18, 19, 12, 13, 3, 5, 4, 6, 7, 9]

[1, 2, 3, 12, 11, 14, 16, 10, 13, 15, 4, 5, 6, 7, 18, 17, 19, 20, 8, 9]

[1, 3, 2, 18, 19, 17, 16, 14, 11, 10, 15, 12, 13, 4, 5, 6, 7, 8, 9, 20]

[1, 13, 6, 11, 10, 9, 14, 3, 2, 8, 4, 5, 15, 12, 7, 16, 17, 18, 19, 20]

[1, 2, 3, 4, 14, 13, 15, 11, 10, 16, 20, 5, 6, 12, 19, 18, 17, 9, 8, 7]

[1, 2, 3, 4, 5, 12, 6, 10, 13, 15, 20, 14, 19, 18, 17, 16, 11, 8, 7, 9]

[1, 7, 13, 11, 14, 18, 17, 2, 3, 4, 5, 6, 10, 15, 16, 19, 20, 12, 9, 8]

[1, 10, 4, 13, 11, 14, 12, 3, 2, 17, 18, 19, 20, 15, 16, 9, 8, 7, 6, 5]

[2, 4, 1, 10, 18, 15, 13, 11, 14, 16, 19, 3, 12, 20, 5, 6, 7, 8, 9, 17]

[1, 2, 4, 6, 19, 20, 18, 10, 14, 3, 5, 7, 8, 9, 11, 12, 13, 15, 16, 17]

[1, 8, 14, 9, 11, 19, 12, 16, 17, 3, 15, 20, 2, 4, 5, 6, 7, 10, 13, 18]

[1, 2, 4, 5, 11, 10, 14, 15, 20, 19, 3, 9, 13, 12, 8, 7, 18, 6, 17, 16]

[1, 2, 18, 19, 11, 10, 16, 14, 12, 15, 20, 8, 13, 9, 7, 3, 4, 5, 6, 17]

[7, 1, 2, 3, 4, 19, 10, 12, 13, 6, 15, 16, 20, 14, 17, 18, 11, 5, 8, 9]

[1, 2, 13, 3, 11, 19, 10, 14, 6, 12, 17, 16, 20, 15, 18, 9, 8, 4, 5, 7]

[1, 3, 4, 6, 12, 19, 20, 10, 14, 11, 13, 15, 16, 9, 17, 18, 5, 8, 2, 7]

[1, 14, 16, 19, 11, 10, 15, 13, 18, 4, 5, 6, 7, 8, 9, 17, 2, 3, 20, 12]

[1, 12, 13, 5, 14, 10, 11, 4, 20, 15, 8, 17, 19, 18, 16, 9, 2, 3, 6, 7]

[1, 13, 14, 5, 10, 4, 11, 12, 15, 17, 9, 19, 20, 16, 2, 3, 6, 7, 8, 18]

[1, 2, 3, 4, 5, 14, 13, 15, 17, 10, 9, 18, 19, 20, 16, 11, 6, 8, 12, 7]

[1, 2, 3, 12, 11, 13, 14, 15, 17, 19, 20, 10, 4, 5, 6, 16, 18, 8, 9, 7]

[1, 10, 3, 2, 13, 6, 14, 11, 19, 18, 4, 5, 17, 20, 15, 16, 9, 8, 7, 12]

[1, 10, 15, 11, 12, 4, 5, 13, 16, 17, 3, 14, 20, 18, 19, 2, 6, 7, 8, 9]

[1, 13, 11, 12, 19, 10, 9, 14, 8, 15, 18, 20, 16, 17, 2, 3, 4, 5, 6, 7]

[1, 4, 13, 19, 11, 15, 14, 5, 17, 10, 3, 2, 16, 18, 9, 12, 20, 6, 7, 8]

[1, 2, 3, 4, 5, 6, 13, 11, 14, 16, 15, 20, 10, 9, 19, 18, 8, 17, 7, 12]

[1, 3, 2, 10, 14, 20, 18, 16, 17, 19, 11, 13, 15, 9, 8, 7, 6, 5, 4, 12]

[1, 4, 13, 19, 11, 15, 14, 5, 17, 10, 3, 2, 16, 18, 9, 12, 20, 6, 7, 8]

[12, 1, 10, 9, 19, 13, 11, 15, 14, 18, 20, 16, 17, 8, 6, 7, 4, 2, 3, 5]

[1, 10, 12, 18, 11, 13, 15, 14, 19, 17, 2, 3, 20, 16, 4, 5, 6, 7, 8, 9]

[3, 1, 12, 8, 5, 6, 7, 11, 13, 14, 15, 16, 17, 18, 19, 20, 4, 2, 9, 10]

[1, 5, 11, 6, 7, 10, 12, 14, 17, 18, 19, 2, 3, 4, 13, 15, 20, 9, 8, 16]

[1, 2, 9, 10, 19, 11, 13, 14, 15, 16, 17, 18, 20, 4, 5, 6, 7, 8, 3, 12]

[1, 11, 6, 4, 16, 15, 14, 13, 17, 19, 20, 3, 12, 8, 9, 18, 2, 7, 5, 10]

[1, 9, 12, 14, 15, 17, 13, 16, 18, 11, 19, 2, 3, 4, 5, 6, 7, 8, 10, 20]

[18, 1, 13, 14, 15, 19, 3, 4, 5, 6, 12, 16, 17, 2, 7, 10, 11, 20, 8, 9]

[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]

[1, 11, 12, 13, 17, 10, 9, 14, 15, 18, 19, 20, 4, 5, 6, 16, 3, 2, 7, 8]

[1, 2, 9, 13, 11, 12, 15, 16, 14, 18, 10, 19, 20, 17, 3, 4, 5, 6, 7, 8]

[1, 2, 10, 12, 15, 17, 13, 14, 11, 16, 18, 19, 20, 3, 4, 5, 6, 7, 8, 9]

[1, 3, 6, 10, 12, 17, 15, 19, 14, 18, 20, 2, 4, 5, 7, 13, 11, 9, 8, 16]

[1, 5, 6, 11, 12, 18, 19, 15, 14, 17, 20, 16, 2, 3, 4, 7, 8, 9, 10, 13]

[1, 6, 11, 15, 17, 19, 2, 3, 4, 10, 12, 13, 14, 18, 20, 5, 16, 9, 8, 7]

[1, 2, 3, 4, 11, 14, 13, 15, 17, 16, 18, 19, 20, 10, 9, 8, 7, 6, 12, 5]

[1, 20, 12, 11, 13, 14, 15, 17, 18, 19, 10, 3, 4, 5, 6, 7, 8, 9, 16, 2]

[1, 2, 3, 4, 5, 6, 8, 9, 11, 13, 14, 15, 17, 18, 20, 10, 12, 16, 19, 7]

[1, 10, 3, 4, 11, 12, 14, 15, 16, 17, 19, 20, 13, 2, 18, 5, 6, 7, 8, 9]

[1, 6, 5, 4, 14, 11, 10, 15, 16, 13, 17, 12, 18, 19, 20, 2, 3, 7, 8, 9]

[1, 2, 10, 11, 13, 14, 12, 16, 17, 19, 20, 3, 4, 5, 6, 7, 8, 9, 18, 15]

[2, 3, 1, 11, 12, 14, 15, 16, 17, 19, 20, 13, 10, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 5, 6, 13, 11, 14, 12, 15, 16, 17, 18, 19, 20, 10, 9, 8, 7]

[1, 2, 3, 4, 10, 11, 13, 14, 15, 17, 18, 19, 20, 9, 12, 16, 8, 7, 6, 5]

[1, 2, 3, 4, 5, 6, 13, 14, 15, 16, 17, 18, 19, 20, 10, 11, 12, 9, 8, 7]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 3, 11, 14, 15, 10, 13, 12, 16, 17, 19, 20, 2, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 10, 11, 12, 14, 13, 15, 16, 17, 18, 19, 20, 9, 8, 7, 6, 5]

[1, 3, 2, 4, 11, 12, 14, 13, 15, 16, 17, 18, 19, 20, 10, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 10, 14, 13, 15, 11, 16, 12, 17, 18, 19, 20, 2, 3, 4, 5, 6, 7, 8, 9]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 10, 11, 13, 14, 15, 16, 17, 19, 20, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 10, 11, 13, 14, 15, 16, 17, 19, 20, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 5, 6, 13, 11, 14, 12, 15, 16, 17, 18, 19, 20, 10, 9, 8, 7]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 5, 14, 13, 15, 16, 11, 10, 12, 17, 18, 19, 20, 9, 8, 7, 6]

[1, 2, 3, 4, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 13, 14, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 10, 11, 13, 14, 15, 16, 17, 19, 20, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 11, 14, 13, 15, 16, 17, 19, 20, 10, 12, 4, 5, 6, 7, 8, 9, 18]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

[1, 2, 3, 4, 11, 14, 13, 15, 16, 17, 18, 19, 20, 10, 12, 9, 8, 7, 6, 5]

